date,open,high,low,close,volume
2025-06-04,596.9600219726562,597.9500122070312,595.489990234375,595.9299926757812,57314200.0
2025-06-05,597.6300048828125,599.0,591.0499877929688,593.0499877929688,92278700.0
2025-06-06,598.6599731445312,600.8300170898438,596.8599853515625,599.1400146484375,66588700.0
2025-06-09,599.719970703125,601.25,598.489990234375,599.6799926757812,53016400.0
2025-06-10,600.219970703125,603.469970703125,599.0900268554688,603.0800170898438,66247000.0
2025-06-11,604.1900024414062,605.0599975585938,599.27001953125,601.3599853515625,73658200.0
2025-06-12,600.010009765625,603.75,599.52001953125,603.75,64129000.0
2025-06-13,598.5,601.8499755859375,595.47998046875,597.0,89506000.0
2025-06-16,600.4000244140625,604.4500122070312,600.219970703125,602.6799926757812,79984100.0
2025-06-17,600.2100219726562,601.75,596.760009765625,597.530029296875,82209400.0
2025-06-18,598.4400024414062,601.219970703125,596.469970703125,597.4400024414062,76605000.0
2025-06-20,598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400.0
2025-06-23,595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000.0
2025-06-24,604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300.0
2025-06-25,607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800.0
2025-06-26,608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400.0
2025-06-27,612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400.0
2025-06-30,617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92502500.0
2025-07-01,616.3599853515625,618.8300170898438,615.52001953125,617.6500244140625,70030100.0
2025-07-02,617.239990234375,620.489990234375,616.6099853515625,620.4500122070312,66510400.0
2025-07-03,622.4500122070312,626.280029296875,622.4299926757812,625.3400268554688,51065800.0
2025-07-07,623.3599853515625,624.030029296875,617.8699951171875,620.6799926757812,74814500.0
2025-07-08,621.3499755859375,622.1099853515625,619.52001953125,620.3400268554688,59024600.0
2025-07-09,622.77001953125,624.719970703125,620.9099731445312,624.0599975585938,66113300.0
2025-07-10,624.2000122070312,626.8699951171875,623.010009765625,625.8200073242188,57529000.0
2025-07-11,622.739990234375,624.8599853515625,621.530029296875,623.6199951171875,63670200.0
2025-07-14,623.1599731445312,625.1599731445312,621.7999877929688,624.8099975585938,51898500.0
2025-07-15,627.52001953125,627.8599853515625,622.0599975585938,622.1400146484375,74317300.0
2025-07-16,623.739990234375,624.72998046875,618.0499877929688,624.219970703125,88987500.0
2025-07-17,624.4000244140625,628.4000244140625,624.1799926757812,628.0399780273438,68885700.0
2025-07-18,629.2999877929688,629.469970703125,626.4600219726562,627.5800170898438,65621600.0
2025-07-21,628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000.0
2025-07-22,629.0999755859375,629.72998046875,626.1900024414062,628.8599853515625,60046300.0
2025-07-23,631.5499877929688,634.2100219726562,629.72998046875,634.2100219726562,70511000.0
2025-07-24,634.5999755859375,636.1500244140625,633.989990234375,634.4199829101562,71307100.0
2025-07-25,635.0900268554688,637.5800170898438,634.8400268554688,637.0999755859375,56865400.0
2025-07-28,637.47998046875,638.0399780273438,635.5399780273438,636.9400024414062,54917100.0
2025-07-29,638.3499755859375,638.6699829101562,634.3400268554688,635.260009765625,60556300.0
2025-07-30,635.9199829101562,637.6799926757812,631.5399780273438,634.4600219726562,80418900.0
2025-07-31,639.4600219726562,639.8499755859375,630.77001953125,632.0800170898438,103385200.0
2025-08-01,626.2999877929688,626.3400268554688,619.2899780273438,621.719970703125,140103600.0
2025-08-04,625.6699829101562,631.219970703125,625.5800170898438,631.1699829101562,73218000.0
2025-08-05,631.7899780273438,632.6099853515625,627.0399780273438,627.969970703125,68051400.0
2025-08-06,629.0499877929688,633.4400024414062,628.1300048828125,632.780029296875,64357500.0
2025-08-07,636.239990234375,636.97998046875,629.1099853515625,632.25,74205800.0
2025-08-08,634.0599975585938,637.6500244140625,633.739990234375,637.1799926757812,64051600.0
2025-08-11,637.4600219726562,638.9500122070312,634.6599731445312,635.9199829101562,58742300.0
2025-08-12,638.2899780273438,642.8499755859375,636.7899780273438,642.6900024414062,64730800.0
2025-08-13,644.9099731445312,646.1900024414062,642.6799926757812,644.8900146484375,60092800.0
2025-08-14,642.7899780273438,645.6199951171875,642.3400268554688,644.9500122070312,59327500.0
2025-08-15,645.989990234375,646.0900268554688,642.52001953125,643.4400024414062,68592500.0
2025-08-18,642.8599853515625,644.0,642.1799926757812,643.2999877929688,43804900.0
2025-08-19,643.1199951171875,644.1099853515625,638.47998046875,639.8099975585938,69750700.0
2025-08-20,639.4000244140625,639.6599731445312,632.9500122070312,638.1099853515625,88890300.0
2025-08-21,636.280029296875,637.969970703125,633.8099975585938,635.5499877929688,54805800.0
2025-08-22,637.760009765625,646.5,637.25,645.3099975585938,84083200.0
2025-08-25,644.0399780273438,645.2899780273438,642.3499755859375,642.469970703125,51274300.0
2025-08-26,642.2000122070312,645.510009765625,641.5700073242188,645.1599731445312,51581600.0
2025-08-27,644.5700073242188,647.3699951171875,644.4199829101562,646.6300048828125,48341100.0
2025-08-28,647.239990234375,649.47998046875,645.3400268554688,648.9199829101562,61519500.0
2025-08-29,647.469970703125,647.8400268554688,643.1400146484375,645.0499877929688,74522200.0
2025-09-02,637.5,640.489990234375,634.9199829101562,640.27001953125,81983500.0
2025-09-03,642.6699829101562,644.2100219726562,640.4600219726562,643.739990234375,70820900.0
2025-09-04,644.4199829101562,649.1500244140625,643.510009765625,649.1199951171875,65219200.0
2025-09-05,651.47998046875,652.2100219726562,643.3300170898438,647.239990234375,85178900.0
2025-09-08,648.6199951171875,649.8400268554688,647.22998046875,648.8300170898438,63133100.0
2025-09-09,648.969970703125,650.8599853515625,647.219970703125,650.3300170898438,66133900.0
2025-09-10,653.6199951171875,654.5499877929688,650.6300048828125,652.2100219726562,78034500.0
2025-09-11,654.1799926757812,658.3300170898438,653.5900268554688,657.6300048828125,69934400.0
2025-09-12,657.5999755859375,659.1099853515625,656.9000244140625,657.4099731445312,72780100.0
2025-09-15,659.6400146484375,661.0399780273438,659.3400268554688,660.9099731445312,63772400.0
2025-09-16,661.469970703125,661.780029296875,659.2100219726562,660.0,61169000.0
2025-09-17,660.010009765625,661.719970703125,654.2999877929688,659.1799926757812,101952200.0
2025-09-18,661.8900146484375,664.8900146484375,660.27001953125,662.260009765625,90459200.0
2025-09-19,662.3300170898438,664.5499877929688,660.3699951171875,663.7000122070312,97945600.0
2025-09-22,662.2000122070312,667.2899780273438,662.1699829101562,666.8400268554688,69452200.0
2025-09-23,666.719970703125,667.3400268554688,661.97998046875,663.2100219726562,81708900.0
2025-09-24,664.510009765625,664.6099853515625,659.6699829101562,661.0999755859375,68082200.0
2025-09-25,657.9400024414062,659.4099731445312,654.4099731445312,658.0499877929688,89622100.0
2025-09-26,659.510009765625,662.3699951171875,657.8800048828125,661.8200073242188,69179200.0
2025-09-29,664.3599853515625,665.280029296875,661.8599853515625,663.6799926757812,73499000.0
2025-09-30,662.9299926757812,666.6500244140625,661.6099853515625,666.1799926757812,86288000.0
2025-10-01,663.1699829101562,669.3699951171875,663.0599975585938,668.4500122070312,72545400.0
2025-10-02,670.4500122070312,670.5700073242188,666.780029296875,669.219970703125,56896000.0
2025-10-03,669.989990234375,672.6799926757812,668.1599731445312,669.2100219726562,70494400.0
